date,connect_code,rank,rating,wins,losses
2023-10-30 11:15:08.949139,BEEF#499,Silver 1,1100.00,0,0
2023-10-30 11:15:09.870092,NICK#590,Silver 1,1100.00,0,0
2023-10-30 11:15:10.893998,BMNY#488,Bronze 2,851.48,0,7
2023-10-30 11:15:11.614991,XYRA#181,Silver 1,1100.00,0,0
2023-10-30 11:15:12.430256,ALEX#957,Silver 1,1100.00,0,0
2023-10-30 11:15:13.147045,TMIK#815,Bronze 1,663.43,4,25
2023-10-30 11:15:13.863477,D4WD#4,Silver 1,1100.00,0,0
2023-10-30 11:15:14.552347,RHYN#941,Silver 1,1100.00,0,0
2023-10-30 11:15:15.195585,OGNF#696,Silver 1,1100.00,0,0
2023-10-30 11:15:16.166357,TRNS#571,Silver 1,1100.00,0,0
2023-10-30 11:15:16.733924,NERV#124,Silver 1,1100.00,0,0
2023-10-30 11:15:17.311999,RUST#891,Silver 1,1100.00,0,0
2023-10-30 11:15:18.062404,PVST#996,Silver 1,1100.00,0,0
2023-10-30 11:15:18.779192,ADAJ#484,Silver 1,1166.54,10,14
2023-10-30 11:15:19.402449,ICE#643,Silver 1,1100.00,0,0
2023-10-30 11:15:20.110126,BUBB#541,Silver 1,1100.00,0,0
2023-10-30 11:15:20.724770,JIN#860,Silver 1,1100.00,0,0
2023-10-30 11:15:21.220589,GAMR#725,Silver 1,1100.00,0,0
2023-10-30 11:15:21.792914,FPFP#723,Silver 1,1100.00,0,0
2023-10-30 11:15:22.363558,HFCE#385,Bronze 1,524.24,9,63
2023-10-30 11:15:22.977570,FUCK#824,Silver 1,1100.00,0,0
2023-10-30 11:15:23.591162,CMAC#871,Silver 1,1100.00,0,0
2023-10-30 11:15:24.310134,VIV#678,Silver 1,1100.00,0,0
2023-10-30 11:15:24.820718,ACAB#673,Bronze 2,873.00,11,31
2023-10-30 11:15:25.435571,CHEF#176,Silver 1,1100.00,0,0
2023-10-30 11:15:25.947412,BBK#515,Silver 1,1100.00,0,0
2023-10-30 11:15:26.869112,YSF#428,Silver 1,1100.00,0,0
2023-10-30 11:15:27.441890,ESJA#720,Bronze 3,917.10,5,14
2023-10-30 11:15:28.406053,JEM#621,Silver 1,1100.00,0,0
2023-10-30 11:15:29.145870,WYATT#0,Silver 1,1100.00,0,0
2023-10-30 11:15:29.510761,RAGE#962,,,,
2023-10-30 11:15:30.248452,MINT#376,Silver 1,1100.00,0,0
2023-10-30 11:15:30.965567,SHRB#699,Silver 1,1100.00,0,0
2023-10-30 11:15:31.493104,SPAG#496,Bronze 2,794.97,0,6
2023-10-30 11:15:32.008235,SLIM#580,Silver 1,1100.00,0,0
2023-10-30 11:15:32.603099,MENS#519,Silver 1,1100.00,0,0
2023-10-30 11:15:33.215073,SKI#282,Silver 1,1100.00,0,0
2023-10-30 11:15:33.934970,VOJO#524,Silver 1,1100.00,0,0
2023-10-30 11:15:34.550462,KING#355,Silver 1,1100.00,0,0
2023-10-30 11:15:35.163782,BRUS#174,Bronze 3,1034.08,23,35
2023-10-30 11:15:35.777767,BRUZ#314,Silver 1,1100.00,0,0
2023-10-30 11:15:36.349799,ELEC#545,Silver 1,1102.98,48,58
2023-10-30 11:15:36.905665,MORK#279,Bronze 3,1013.04,15,20
2023-10-30 11:15:37.519734,PARI#675,Bronze 2,858.48,20,46
2023-10-30 11:15:38.234740,OZ#712,Silver 1,1100.00,0,0
2023-10-30 11:15:38.953430,FJF#426,Silver 1,1100.00,0,0
2023-10-30 11:15:39.627029,SKUL#334,Silver 1,1100.00,0,0
2023-10-30 11:15:40.284561,DELF#730,Silver 1,1100.00,0,0
2023-10-30 11:15:40.898383,MNCH#486,Silver 1,1100.00,0,0
2023-10-30 11:15:41.513680,LNR#829,Silver 1,1100.00,0,0
2023-10-30 11:15:42.025312,POOP#801,Silver 1,1100.00,0,0
2023-10-30 11:15:42.535357,YEAH#458,Silver 1,1100.00,0,0
2023-10-30 11:15:43.149806,WALL#749,Silver 1,1100.00,0,0
2023-10-30 11:15:43.663090,ORYX#555,Silver 1,1100.00,0,0
2023-10-30 11:15:44.277850,STAW#419,Silver 1,1100.00,0,0
2023-10-30 11:15:44.800555,BRUH#886,Bronze 1,759.49,35,103
2023-10-30 11:15:45.402187,OATS#720,Silver 2,1218.26,14,17
2023-10-30 11:15:46.018817,AMRK#554,Silver 1,1100.00,0,0
2023-10-30 11:15:46.511964,THER#357,Silver 1,1100.00,0,0
2023-10-30 11:15:47.042810,KSU#472,Silver 1,1100.00,0,0
2023-10-30 11:15:47.555423,ZHAN#292,Bronze 2,858.69,5,18
2023-10-30 11:15:48.065290,JEW#883,Silver 1,1100.00,0,0
2023-10-30 11:15:48.680993,IMAC#644,Silver 1,1100.00,0,0
2023-10-30 11:15:49.295780,WARD#445,Silver 1,1100.00,0,0
2023-10-30 11:15:49.911208,REVE#395,Silver 1,1100.00,0,0
2023-10-30 11:15:50.422000,BAGG#730,Silver 2,1233.20,15,15
2023-10-30 11:15:50.935268,SIMP#170,Silver 1,1100.00,0,0
2023-10-30 11:15:51.649371,ULTI#179,Silver 2,1276.90,101,99
2023-10-30 11:15:52.674199,DUDE#240,Silver 1,1100.00,0,0
2023-10-30 11:15:53.289230,VIN#966,Silver 1,1100.00,0,0
2023-10-30 11:15:54.108721,LATE#830,Silver 1,1100.00,0,0
2023-10-30 11:15:55.235894,SOL#752,Silver 1,1100.00,0,0
2023-10-30 11:15:55.770656,GOOB#766,Silver 1,1100.00,0,0
2023-10-30 11:15:56.488414,SAND#856,Silver 1,1100.00,0,0
2023-10-30 11:15:57.079723,EEE#785,Silver 1,1100.00,0,0
2023-10-30 11:15:57.601079,FALC#353,Silver 1,1100.00,0,0
2023-10-30 11:15:58.307789,KHAN#747,Bronze 2,840.59,0,5
2023-10-30 11:15:59.740475,SORR#608,Silver 1,1100.00,0,0
2023-10-30 11:16:00.245950,GWLK#419,Bronze 3,1052.12,9,17
2023-10-30 11:16:00.970253,YLS#301,Silver 2,1207.70,112,124
2023-10-30 11:16:02.096160,WALK#256,Silver 1,1100.00,0,0
2023-10-30 11:16:02.693889,WIND#316,Bronze 3,923.81,1,8
2023-10-30 11:16:03.324985,CORM#985,Bronze 2,881.70,17,41
2023-10-30 11:16:04.550872,PHYS#193,Silver 1,1100.00,0,0
2023-10-30 11:16:05.167655,GMZ#130,Silver 1,1106.42,1,1
2023-10-30 11:16:05.987394,FRED#492,Silver 1,1100.00,0,0
2023-10-30 11:16:06.704090,KIBO#124,Silver 1,1100.00,0,0
2023-10-30 11:16:07.317338,UCN#591,Silver 1,1100.00,0,0
2023-10-30 11:16:07.933588,CORG#859,Silver 1,1100.00,0,0
2023-10-30 11:16:08.651596,TDUB#657,Silver 1,1100.00,0,0
2023-10-30 11:16:09.394908,MARO#956,Silver 1,1100.00,0,0
2023-10-30 11:16:10.184066,NWTW#443,Silver 1,1100.00,0,0
2023-10-30 11:16:11.107457,CSNO#197,Silver 1,1100.00,0,0
2023-10-30 11:16:11.824327,MYSH#185,Silver 1,1100.00,0,0
2023-10-30 11:16:12.439663,CHZY#101,Bronze 3,966.25,16,23
2023-10-30 11:16:13.053344,MGMA#638,Silver 1,1100.00,0,0
2023-10-30 11:16:14.077648,LUSH#781,Silver 1,1100.00,0,0
2023-10-30 11:16:14.896036,LITT#586,Silver 1,1100.00,0,0
2023-10-30 11:16:15.560425,PANT#892,Silver 1,1075.75,22,31
2023-10-30 11:16:16.125360,BIGI#563,Silver 1,1100.00,0,0
2023-10-30 11:16:16.655235,FLET#169,Silver 1,1100.00,0,0
2023-10-30 11:16:17.252157,CODE#0,Silver 1,1100.00,0,0
2023-10-30 11:16:18.173570,SICK#564,Silver 1,1100.00,0,0
2023-10-30 11:16:18.787346,BALL#331,Silver 1,1100.00,0,0
2023-10-30 11:16:19.296980,SLGO#249,Bronze 3,979.21,1,5
2023-10-30 11:16:19.814642,TWIZ#674,Silver 1,1100.00,0,0
2023-10-30 11:16:20.426574,TONY#510,Silver 1,1100.00,0,0
2023-10-30 11:16:21.142390,YEWK#384,Silver 1,1100.00,0,0
2023-10-30 11:16:21.829999,BRUH#572,Silver 1,1100.00,0,0
2023-10-30 11:16:22.371949,GUCC#334,Silver 1,1100.00,0,0
2023-10-30 11:16:23.012665,HAS#839,Silver 1,1100.00,0,0
2023-10-30 11:16:23.600435,HIZL#828,Silver 1,1100.00,0,0
2023-10-30 11:16:24.112926,DAY#816,Silver 1,1176.55,95,99
2023-10-30 11:16:25.034173,STEA#505,Silver 3,1422.33,219,230
2023-10-30 11:16:25.649155,THRN#909,Silver 1,1100.00,0,0
2023-10-30 11:16:26.234657,LILL#657,Silver 1,1100.00,0,0
2023-10-30 11:16:26.776679,BALA#957,Silver 1,1100.00,0,0
2023-10-30 11:16:27.284464,GLOT#712,Bronze 3,1053.50,17,19
2023-10-30 11:16:27.902296,PNUT#373,Silver 1,1100.00,0,0
2023-10-30 11:16:28.516203,MIC#677,Silver 1,1100.00,0,0
2023-10-30 11:16:29.232959,DEX#604,Silver 1,1100.00,0,0
2023-10-30 11:16:29.848413,DRTH#407,Silver 1,1100.00,0,0
2023-10-30 11:16:30.564478,GLIZ#932,Gold 1,1526.38,427,404
2023-10-30 11:16:31.076063,DCAT#346,Bronze 2,902.19,5,13
2023-10-30 11:16:31.793349,HAPP#155,Silver 1,1100.00,0,0
2023-10-30 11:16:32.417239,ZIGY#746,Bronze 3,1039.06,1,4
2023-10-30 11:16:33.226874,SUBB#876,Silver 1,1109.32,56,64
2023-10-30 11:16:33.841335,REMM#442,Silver 1,1100.00,0,0
2023-10-30 11:16:34.507162,BJAR#849,Gold 2,1638.21,69,70
2023-10-30 11:16:35.377810,JEFE#122,Gold 3,1662.80,46,45
2023-10-30 11:16:36.196784,ALEX#107,Bronze 3,998.23,0,2
2023-10-30 11:16:37.118422,EXPO#327,Silver 1,1100.00,0,0
2023-10-30 11:16:37.989056,DISH#520,Silver 1,1100.00,0,0
2023-10-30 11:16:39.371474,CUCK#275,Silver 1,1100.00,0,0
2023-10-30 11:16:40.497537,ATS#975,Bronze 3,959.04,0,3
2023-10-30 11:16:42.818884,AOTP#666,Bronze 2,849.02,78,178
2023-10-30 11:16:43.979208,CLNK#362,Silver 1,1100.00,0,0
2023-10-30 11:16:44.707722,THEO#589,Silver 1,1100.00,0,0
2023-10-30 11:16:45.628399,MAJO#704,Silver 1,1100.00,0,0
2023-10-30 11:16:46.534113,AFEL#233,Silver 1,1100.00,0,0
2023-10-30 11:16:47.057839,KAMI#537,Silver 1,1100.00,0,0
2023-10-30 11:16:47.973250,AAZ#914,Bronze 3,1030.53,10,20
2023-10-30 11:16:48.587411,ASDF#925,Silver 2,1219.60,21,26
2023-10-30 11:16:49.201957,MLAB#800,Silver 1,1100.00,0,0
2023-10-30 11:16:49.714265,JDIN#478,Silver 1,1100.00,0,0
2023-10-30 11:16:50.635423,WAVE#847,Silver 1,1100.00,0,0
2023-10-30 11:16:51.414993,GREY#360,Silver 1,1100.00,0,0
2023-10-30 11:16:52.171927,HUDDLS#5,Bronze 3,975.80,29,51
2023-10-30 11:16:52.786306,KASA#673,Silver 1,1100.00,0,0
2023-10-30 11:16:53.502886,IMPU#274,Silver 1,1100.00,0,0
2023-10-30 11:16:54.425656,SYN#420,Bronze 2,863.73,3,18
2023-10-30 11:16:55.244478,JSUN#689,Silver 1,1100.00,0,0
2023-10-30 11:16:56.164968,WIRL#944,Silver 1,1100.00,0,0
2023-10-30 11:16:56.984776,SSJ#471,Silver 1,1100.00,0,0
2023-10-30 11:16:57.599181,BRYC#119,Silver 3,1367.70,252,253
2023-10-30 11:16:58.213353,JAWN#557,Silver 1,1100.00,0,0
2023-10-30 11:16:59.032705,EWLO#838,Silver 1,1100.00,0,0
2023-10-30 11:16:59.954195,GHST#975,Silver 1,1100.00,0,0
2023-10-30 11:17:00.614448,MEXY#869,Silver 1,1100.00,0,0
2023-10-30 11:17:01.490338,PASS#501,Silver 1,1100.00,0,0
2023-10-30 11:17:02.105071,XJWX#519,Silver 1,1100.00,0,0
2023-10-30 11:17:02.923105,JOGN#772,Silver 1,1100.00,0,0
2023-10-30 11:17:03.539163,ASHH#459,Silver 1,1100.00,0,0
2023-10-30 11:17:04.153236,SOCK#970,Silver 1,1100.00,0,0
2023-10-30 11:17:04.645329,ANGE#309,Silver 1,1100.00,0,0
2023-10-30 11:17:05.555309,HYPE#551,Silver 1,1100.00,0,0
2023-10-30 11:17:06.201382,NIGH#919,Bronze 3,960.79,0,3
2023-10-30 11:17:06.917825,SING#395,Silver 1,1100.00,0,0
2023-10-30 11:17:07.738077,HIGH#369,Silver 2,1251.93,6,5
2023-10-30 11:17:08.556323,ELMI#486,Bronze 3,935.39,21,32
2023-10-30 11:17:09.682979,MRAN#348,Silver 1,1100.00,0,0
2023-10-30 11:17:10.367104,LGHT#891,Silver 1,1100.00,0,0
2023-10-30 11:17:11.321162,JONJ#458,Silver 1,1100.00,0,0
2023-10-30 11:17:11.935460,JUDG#761,Silver 1,1100.00,0,0
2023-10-30 11:17:12.549963,SPYC#543,Silver 1,1100.00,0,0
2023-10-30 11:17:13.266667,TIAN#131,Silver 2,1247.58,48,59
2023-10-30 11:17:14.187981,MUNZ#641,Bronze 3,937.18,1,3
2023-10-30 11:17:14.742182,DJEZ#111,Silver 1,1100.00,0,0
2023-10-30 11:17:15.518600,LGCX#961,Silver 1,1100.00,0,0
2023-10-30 11:17:16.134351,MECH#416,Silver 1,1100.00,0,0
2023-10-30 11:17:16.976380,BNWN#130,Silver 1,1100.00,0,0
2023-10-30 11:17:17.670413,MIDO#638,Bronze 3,1049.62,0,1
2023-10-30 11:17:18.284625,DJON#375,Silver 1,1100.00,0,0
2023-10-30 11:17:18.796789,SARD#561,Silver 1,1058.18,19,30
2023-10-30 11:17:19.411214,OKAY#937,Silver 2,1256.07,442,478
2023-10-30 11:17:20.026477,VIVT#179,Silver 1,1100.00,0,0
2023-10-30 11:17:20.537763,GONZ#519,Bronze 2,875.64,1,7
2023-10-30 11:17:21.084302,AGWE#765,Silver 1,1100.00,0,0
2023-10-30 11:17:21.663477,PROT#366,Silver 1,1100.00,0,0
2023-10-30 11:17:22.278025,SUTT#637,Silver 1,1100.00,0,0
2023-10-30 11:17:22.893213,BLUE#890,Silver 1,1100.00,0,0
2023-10-30 11:17:23.609984,THOM#308,Silver 1,1100.00,0,0
2023-10-30 11:17:24.122860,VIEW#937,Silver 1,1100.00,0,0
2023-10-30 11:17:24.736303,LURK#547,Silver 1,1100.00,0,0
2023-10-30 11:17:25.350061,YOHN#440,Silver 1,1100.00,0,0
2023-10-30 11:17:26.067446,VARE#953,Silver 1,1100.00,0,0
2023-10-30 11:17:26.618741,BEN#228,Silver 2,1298.98,35,32
2023-10-30 11:17:27.603636,KENZO#01,Bronze 1,598.21,3,25
2023-10-30 11:17:28.320986,MING#885,Silver 1,1100.00,0,0
2023-10-30 11:17:28.796826,JOSH#111,Silver 1,1100.00,0,0
2023-10-30 11:17:29.278964,PUT#866,Gold 2,1571.03,143,141
2023-10-30 11:17:29.856405,YOPP#744,Silver 1,1100.00,0,0
2023-10-30 11:17:30.470848,WUBS#766,Silver 1,1100.00,0,0
2023-10-30 11:17:30.954030,STRO#960,Silver 1,1100.00,0,0
2023-10-30 11:17:31.449259,DIZY#821,Silver 2,1217.69,76,73
2023-10-30 11:17:32.108212,KUMI#110,Silver 1,1100.00,0,0
2023-10-30 11:17:32.621012,FROO#398,Silver 1,1100.00,0,0
2023-10-30 11:17:33.247869,ILLM#544,Silver 1,1100.00,0,0
2023-10-30 11:17:33.850180,SSTG#418,Silver 1,1100.00,0,0
2023-10-30 11:17:34.464411,MUMB#817,Bronze 2,895.21,14,23
2023-10-30 11:17:35.062821,DUMP#0,Silver 2,1239.48,27,27
2023-10-30 11:17:35.898604,COLE#836,Silver 1,1100.00,0,0
2023-10-30 11:17:36.512802,WW#775,Silver 1,1100.00,0,0
2023-10-30 11:17:37.126870,XLCU#601,Silver 1,1100.00,0,0
2023-10-30 11:17:37.741606,TIBE#735,Silver 1,1100.00,0,0
2023-10-30 11:17:38.769838,PBRA#412,Silver 1,1055.49,0,1
2023-10-30 11:17:39.483617,ZELE#703,Silver 1,1100.00,0,0
2023-10-30 11:17:40.054619,CHOP#878,Silver 1,1100.00,0,0
2023-10-30 11:17:40.916308,LUIG#366,Silver 1,1100.00,0,0
2023-10-30 11:17:41.531448,TURB#367,Silver 1,1130.86,1,2
2023-10-30 11:17:42.349800,SEEE#291,Silver 1,1100.00,0,0
2023-10-30 11:17:42.963898,DOOM#816,Silver 3,1351.72,21,24
2023-10-30 11:17:43.885884,YUM#272,Silver 1,1100.00,0,0
2023-10-30 11:17:44.602751,GRIM#297,Silver 1,1100.00,0,0
2023-10-30 11:17:45.319349,DQ#621,Silver 1,1100.00,0,0
2023-10-30 11:17:45.825663,TIMB#762,Silver 1,1100.00,0,0
2023-10-30 11:17:46.445864,DYE#829,Bronze 3,1021.25,69,96
2023-10-30 11:17:46.958043,MRJU#835,Silver 1,1100.00,0,0
2023-10-30 11:17:47.514863,DMIS#565,Silver 1,1100.00,0,0
2023-10-30 11:17:48.084340,DEMO#698,Silver 1,1100.00,0,0
2023-10-30 11:17:48.596403,HOTR#824,Silver 2,1202.94,8,9
2023-10-30 11:17:49.210866,SCUM#128,Silver 1,1100.00,0,0
2023-10-30 11:17:49.724497,MICA#965,Silver 3,1358.63,60,68
2023-10-30 11:17:50.233532,KAKE#524,Silver 1,1100.00,0,0
2023-10-30 11:17:50.877385,AKSN#302,Silver 1,1060.84,0,1
2023-10-30 11:17:51.423886,KING#318,Silver 1,1100.00,0,0
2023-10-30 11:17:51.900823,SKYB#253,Bronze 3,1025.39,4,11
2023-10-30 11:17:52.437419,ZZZA#782,Silver 2,1237.66,3,2
2023-10-30 11:17:52.999774,GNAM#894,Silver 1,1169.94,93,106
2023-10-30 11:17:53.613862,PAUL#678,Silver 2,1255.63,5,5
2023-10-30 11:17:54.133349,SAUC#776,Silver 1,1058.11,1,3
2023-10-30 11:17:54.740607,ORCA#712,Bronze 3,967.93,20,35
2023-10-30 11:17:55.355189,EBY#168,Silver 1,1100.00,0,0
2023-10-30 11:17:55.868025,PROT#784,Bronze 3,941.93,6,14
2023-10-30 11:17:56.747648,GARB#252,Silver 1,1100.00,0,0
2023-10-30 11:17:57.505413,KOFI#625,Silver 1,1100.00,0,0
2023-10-30 11:17:58.009445,TT#99,Bronze 3,990.27,0,2
2023-10-30 11:17:58.528616,HAML#479,Silver 1,1100.00,0,0
2023-10-30 11:17:59.039725,STAG#6,Silver 1,1186.63,44,46
2023-10-30 11:17:59.553859,ALEX#411,Silver 1,1100.00,0,0
2023-10-30 11:18:00.066166,ITSA#165,Silver 1,1100.00,0,0
2023-10-30 11:18:00.575481,TROD#630,Silver 1,1104.41,74,79
2023-10-30 11:18:01.088355,LOVE#620,Silver 1,1100.00,0,0
2023-10-30 11:18:01.703959,NOFT#595,Bronze 1,735.84,0,11
2023-10-30 11:18:02.215495,MATT#909,Silver 3,1406.33,37,38
2023-10-30 11:18:02.829739,NALA#334,Silver 1,1100.00,0,0
2023-10-30 11:18:03.295056,WRHT#489,Silver 1,1100.00,0,0
2023-10-30 11:18:03.853223,YEAH#377,Silver 1,1100.00,0,0
2023-10-30 11:18:04.337057,YOSH#879,Silver 1,1100.00,0,0
2023-10-30 11:18:04.876787,SIZZ#981,Silver 1,1100.00,0,0
2023-10-30 11:18:05.491187,JCC#943,Silver 1,1100.00,0,0
2023-10-30 11:18:06.106705,KAPT#967,Bronze 2,888.57,3,9
2023-10-30 11:18:06.926469,SOUP#989,Silver 1,1100.00,0,0
2023-10-30 11:18:07.541162,FISH#307,Silver 1,1100.00,0,0
2023-10-30 11:18:08.115479,DANN#800,Silver 1,1100.00,0,0
2023-10-30 11:18:08.769656,MOON#656,Silver 1,1100.00,0,0
2023-10-30 11:18:09.278913,MVRK#181,Gold 1,1453.78,42,36
2023-10-30 11:18:10.244831,COOP#990,Silver 1,1100.00,0,0
2023-10-30 11:18:10.818759,CHAP#357,Silver 1,1100.00,0,0
2023-10-30 11:18:11.308828,PLGU#648,Silver 1,1188.19,47,51
2023-10-30 11:18:11.842491,SML#925,Bronze 3,983.66,1,4
2023-10-30 11:18:12.763728,SNOV#988,Silver 1,1095.64,85,98
2023-10-30 11:18:13.378097,THEB#898,Bronze 3,1016.36,10,17
2023-10-30 11:18:13.989460,CRET#927,Silver 1,1100.00,0,0
2023-10-30 11:18:14.701407,TRYP#947,Silver 1,1100.00,0,0
2023-10-30 11:18:15.631027,REDH#487,Silver 1,1138.73,2,2
2023-10-30 11:18:16.153274,YLYL#853,Silver 1,1100.00,0,0
2023-10-30 11:18:16.859961,HATI#784,Silver 1,1100.00,0,0
2023-10-30 11:18:17.357467,YOYO#591,Bronze 2,897.92,1,6
2023-10-30 11:18:17.888712,SUPW#926,Silver 1,1100.00,0,0
2023-10-30 11:18:18.498495,MELE#619,Silver 1,1100.00,0,0
2023-10-30 11:18:19.113461,FLAV#670,Silver 1,1100.00,0,0
2023-10-30 11:18:19.830062,SOUR#261,Silver 1,1059.13,112,175
2023-10-30 11:18:20.546401,ISOM#726,Silver 1,1100.00,0,0
2023-10-30 11:18:21.058569,LOVE#559,Silver 1,1066.18,23,32
2023-10-30 11:18:21.775371,ZENN#355,Silver 1,1100.00,0,0
2023-10-30 11:18:22.488893,BIGM#736,Silver 1,1100.00,0,0
2023-10-30 11:18:23.072685,JFAM#551,Silver 1,1100.00,0,0
2023-10-30 11:18:23.617875,ZAXI#570,Bronze 3,1027.20,51,69
2023-10-30 11:18:24.233557,EZ#856,Silver 1,1149.56,15,18
2023-10-30 11:18:24.848213,KINO#923,Silver 1,1106.21,48,68
2023-10-30 11:18:25.454194,DANP#314,Silver 1,1100.00,0,0
2023-10-30 11:18:25.973914,DDLG#943,Silver 1,1079.38,0,1
2023-10-30 11:18:26.594929,SOAP#345,Silver 1,1100.00,0,0
2023-10-30 11:18:27.304889,YOLK#912,Silver 1,1100.00,0,0
2023-10-30 11:18:27.817126,KOTOKO#0,Bronze 3,958.33,5,11
2023-10-30 11:18:28.534072,CUNK#495,Silver 1,1100.00,0,0
2023-10-30 11:18:29.054506,RAHB#834,Silver 1,1100.00,0,0
2023-10-30 11:18:29.661004,MEFU#433,Silver 1,1100.00,0,0
2023-10-30 11:18:30.274224,WALD#272,Bronze 3,1014.70,0,2
2023-10-30 11:18:30.786616,AVRI#595,Silver 1,1100.00,0,0
2023-10-30 11:18:31.401436,CHIL#873,Bronze 1,652.18,2,22
2023-10-30 11:18:32.016138,RIV#548,Silver 2,1215.17,35,45
2023-10-30 11:18:32.630140,MARL#742,Silver 1,1100.00,0,0
2023-10-30 11:18:33.241995,FAI#885,Silver 1,1100.00,0,0
2023-10-30 11:18:33.757283,RZX#671,Silver 1,1100.00,0,0
2023-10-30 11:18:34.409265,PAO#447,Silver 1,1096.16,4,6
2023-10-30 11:18:34.986090,WALD#209,Gold 1,1446.71,20,20
2023-10-30 11:18:35.599884,HY#547,Silver 2,1312.29,15,14
2023-10-30 11:18:36.726271,JONN#910,Silver 1,1100.00,0,0
2023-10-30 11:18:37.975272,GXD#820,Silver 1,1100.00,0,0
2023-10-30 11:18:38.504217,GEIS#720,Silver 2,1275.60,136,145
2023-10-30 11:18:39.385703,GAME#820,Silver 1,1100.00,0,0
2023-10-30 11:18:40.357819,MARQ#839,Silver 1,1100.00,0,0
2023-10-30 11:18:41.055858,TRE#559,Silver 1,1100.00,0,0
2023-10-30 11:18:41.744052,WORR#554,Silver 1,1100.00,0,0
2023-10-30 11:18:42.411066,RIEL#170,Silver 1,1173.05,6,7
2023-10-30 11:18:43.075311,CREK#352,Silver 1,1100.00,0,0
2023-10-30 11:18:43.689674,ROY#298,Gold 1,1512.03,33,26
2023-10-30 11:18:44.304053,LIGM#145,Silver 1,1100.00,0,0
2023-10-30 11:18:44.918584,EWAR#906,Silver 1,1100.00,0,0
2023-10-30 11:18:45.738475,THOR#374,Silver 1,1100.00,0,0
2023-10-30 11:18:46.249872,RIZA#495,Silver 3,1351.20,52,53
2023-10-30 11:18:46.747954,KOLK#646,Silver 1,1100.00,0,0
2023-10-30 11:18:47.478568,APOLLO#6,Silver 1,1105.71,7,8
2023-10-30 11:18:48.408514,BONK#570,Silver 1,1100.00,0,0
2023-10-30 11:18:49.118132,MAT#951,Silver 1,1100.00,0,0
2023-10-30 11:18:49.731319,TAGS#215,Silver 1,1100.00,0,0
2023-10-30 11:18:50.344538,KENN#338,Silver 1,1100.00,0,0
2023-10-30 11:18:51.187388,JOHN#369,Silver 1,1100.00,0,0
2023-10-30 11:18:51.882069,TEX#644,Silver 1,1100.00,0,0
2023-10-30 11:18:52.701372,SURG#950,Silver 2,1276.66,33,44
2023-10-30 11:18:53.382936,BIGJ#635,Bronze 1,676.27,3,16
2023-10-30 11:18:54.033225,REI#816,Bronze 2,907.77,2,9
2023-10-30 11:18:55.158454,MINI#733,Silver 1,1100.00,0,0
2023-10-30 11:18:55.977582,LAKE#454,Silver 1,1100.00,0,0
2023-10-30 11:18:56.592017,DRIB#898,Silver 1,1100.00,0,0
2023-10-30 11:18:57.351853,DEMI#532,Silver 1,1100.00,0,0
2023-10-30 11:18:58.127963,MIGL#927,Silver 1,1100.00,0,0
2023-10-30 11:18:58.878760,TRS#342,Bronze 2,889.43,5,30
2023-10-30 11:18:59.606986,LITT#843,Bronze 3,983.65,0,2
2023-10-30 11:19:00.176110,RAZZ#528,Silver 1,1100.00,0,0
2023-10-30 11:19:00.876313,SNYP#694,Silver 1,1100.00,0,0
2023-10-30 11:19:01.507375,EGGG#164,Silver 1,1100.00,0,0
2023-10-30 11:19:02.225369,BLUE#868,Silver 2,1222.46,57,67
2023-10-30 11:19:02.839202,GOOB#1,Bronze 3,949.94,2,7
2023-10-30 11:19:03.454737,SHKE#802,Silver 1,1186.15,35,47
2023-10-30 11:19:04.068232,IMSO#209,Silver 1,1100.00,0,0
2023-10-30 11:19:04.784903,BROM#232,Silver 1,1100.00,0,0
2023-10-30 11:19:05.399325,GATS#949,Silver 1,1100.00,0,0
2023-10-30 11:19:06.116252,MRTI#184,Silver 1,1100.00,0,0
2023-10-30 11:19:06.629345,SLED#437,Silver 1,1100.00,0,0
2023-10-30 11:19:07.095586,ALPH#333,Silver 1,1055.41,0,1
2023-10-30 11:19:07.652269,SPAC#451,Silver 1,1100.00,0,0
2023-10-30 11:19:08.471543,BENB#777,Bronze 3,958.49,0,4
2023-10-30 11:19:09.116240,UNA#293,Silver 1,1100.00,0,0
2023-10-30 11:19:09.595422,JAKO#350,Silver 1,1100.00,0,0
2023-10-30 11:19:10.212254,KING#181,Silver 1,1100.00,0,0
2023-10-30 11:19:10.826795,SLAY#757,Silver 1,1100.00,0,0
2023-10-30 11:19:11.352408,CLAY#159,Silver 1,1100.00,0,0
2023-10-30 11:19:12.055476,PALL#122,Silver 1,1100.00,0,0
2023-10-30 11:19:12.670520,FUNK#904,Silver 1,1100.00,0,0
2023-10-30 11:19:13.191009,LEMO#222,Silver 1,1100.00,0,0
2023-10-30 11:19:13.898806,SLIP#114,Gold 1,1497.73,110,101
2023-10-30 11:19:14.615811,JULE#722,Silver 1,1100.00,0,0
2023-10-30 11:19:15.146766,BASE#127,Silver 3,1354.17,124,119
2023-10-30 11:19:15.947354,RIKA#675,Silver 1,1145.47,2,4
2023-10-30 11:19:16.458854,NUDE#768,Silver 1,1100.00,0,0
2023-10-30 11:19:17.000024,CERE#916,Silver 1,1100.00,0,0
2023-10-30 11:19:17.586004,NUML#276,Silver 1,1100.00,0,0
2023-10-30 11:19:18.071551,CUTS#696,Silver 1,1154.75,72,69
